,user,tweet,location,description,friends_count,followers_count,statuses_count,created_at,retweet_count,hashtags,disorder,Unnamed: 0
359,Sirkarani,"If they don't kill you with their guns, boots and batons, they'll certainly get to you through high cost of living,… https://t.co/EoNNZ3Tm2d","Nairobi, Kenya",Do Good!,1089,808,2590,2010-12-28 16:59:59,0,[],depression,
360,Teddjosiah,"@uduny Yes my kitchen got hot, after my wife died &amp; everything around me broke me! Mental health and depression is… https://t.co/MKkjWryMLZ",nairobi kenya,CREATIVE DIRECTOR - JOKAJOK LUXURY LEATHER,504,3113,3197,2013-08-07 08:16:15,1,[],depression,
361,ChogoErastors,"Not everything is about money. Think of those left behind, probably, they may never recover from this.
It's lost ho… https://t.co/PqukFjqCf8",limuru,"||Tax Specialist|| ||Manchester United||


||Don't save anything for an occasion, because life is the greatest occasion in itself||",445,278,6441,2014-02-28 18:10:58,0,[],depression,
362,davidmualI,"@meforall_odingo @NelsonHavi Btw, hii mental health ya police we keep on talking ,what's bothering them ,if everybo… https://t.co/ot694qQ7qA","Mumias, Kenya","Tour manager, tour consultant, business man, a Dad",579,95,130,2018-07-25 07:55:03,1,[],depression,
363,DerekThaYounger,The best way to beat depression is by self love.,nairobi,|HipHop&Trap DJ||,8020,7869,26012,2020-02-10 06:55:26,5,[],depression,
364,DerekThaYounger,The best way to beat depression is by self love,nairobi,|HipHop&Trap DJ||,8020,7869,26012,2020-02-10 06:55:26,1,[],depression,
365,DerekThaYounger,Depression https://t.co/ifRVdKIAFk,nairobi,|HipHop&Trap DJ||,8020,7869,26012,2020-02-10 06:55:26,1,[],depression,
366,KaranjaMwaurah,"@Kimuzi_ It's good you've highlighted this. Hopefully it'll land to the right ears.
About unemployment of medics cu… https://t.co/Y1Yf2Bufb1","Nairobi, Kenya",General practitioner 💉💊| passion for humanity |With age comes responsibility,908,267,227,2019-05-26 13:53:37,0,[],depression,
367,NordixJamumbo,"@cosmutt @shobanes Depression is something very real, almost slid into it but self love and zero tolerance for peop… https://t.co/XtlgD5pGeY","Nairobi, Kenya",Absolutely brilliant_Guided by God.,817,132,1936,2014-05-07 12:31:32,0,[],depression,
368,meukim,@Deniskipkorir8 @Gibsonsayswhat @Mbugua_Nesh @jefmantle @shobanes @Makiadi_ You simply do not understand depression,"Nairobi, Kenya","I love Jesus, I love to laugh, I love to sing.",323,736,4987,2013-05-02 11:39:24,0,[],depression,
369,kamaukariuki_,"@gavettiinvest @ProfPassiveInc And that causes stress,depression and utter mental breakdown that begets serious ailments.","Nairobi, Kenya","copy writer
kariukijames@yahoo.com",201,951,21371,2013-06-19 05:28:55,0,[],depression,
370,LugaliaAndega,@Gideon_Kitheka Pombe is hereditary.😂 If it's in the family line you will enjoy it but if you start due to peer pre… https://t.co/bep3seIq50,"Nairobi, Kenya",AFC Leopards & Arsenal FC Fan. Am Gargantuan.But God Above All.,634,464,18647,2011-01-15 08:54:29,0,[],depression,
371,Eddiest_KE,Messi to Arsenal so that they lead another generation to depression.,"Nairobi, Kenya","Decor | Agriculture| Kisumu | Events| loves playing n watching football 

I'm a creative team player in the Digital and creative world.


#KisumuExplorers",5723,20471,254608,2013-02-05 10:11:39,0,[],depression,
372,GitobuSnr,"Always remember you are special and great. You are greater than legends in a way or other.
Hata mimi ni mnoma kulik… https://t.co/ndLSdFAcoD","Nanyuki, Kenya",,1230,710,3459,2018-04-05 12:47:17,1,[],depression,
0,rose_teps,"@theMagush @AishaWanjiku_ If it wasn't caused by anxiety, consider a lifestyle transformation","Nairobi, Kenya",An enthusiast for healthy and purposeful living,55,36,375,2021-06-01 16:35:40,0,[],anxiety,
1,msshamila8,"@Kolaitd @awowoderia It's so https://t.co/hIQuF72O4G end up growing up with esteem issues, anxiety and doubt.Thats… https://t.co/oBDcCp7Sd3","Nairobi, Kenya",🇪🇹🇰🇪 Old soul young at heart 😝 ||its never that serious ||LEO 🦁 Sales & Marketing & Customer service,606,256,5725,2016-04-03 22:16:31,1,[],anxiety,
2,eveshils,@KenyaPower_Care Can someone highlight the issue for us? It will help manage the anxiety and rage towards KPLC. Sti… https://t.co/WS1Jb6NIwR,"Nairobi, Kenya","I am as a wonder unto many; but God is  my STRONG refuge.
Psalms 71:7 KJV",972,479,1898,2011-03-14 12:36:49,0,[],anxiety,
3,kamz26,"You probably have white coat anxiety. 
My BP readings are always at their worst when a medical personnel takes it.… https://t.co/RP7gkiyCZm","Nairobi, Kenya",• Proud Mum of Young Adults • Media • Writer • Artist• (@cccanvasart) • Bollywood retro hits fan• Opinions mine!,1466,15455,84293,2011-08-18 20:40:36,0,[],anxiety,
4,Watima_emm,@collorach_ 😂😂😂. Hatukupewa sufficient warning. Mimi nbu the premature babies waliniua na anxiety. I thought they'd… https://t.co/9s5Cu7Ryjq,"Nairobi, Kenya",♥💫 Doktari.,236,245,2096,2016-11-15 16:41:27,0,[],anxiety,
5,AndroDude,@theMagush I have a buddy a couple of years younger than me and these are usually his readings. Maybe it was anxiet… https://t.co/wDYW0Hsi4O,"Nairobi,kenya","Access Solutions |I know how to stream, A LOT |I peddle in writing, I'm amazing at it | Sirizetu Konosua | Spotify buff | Unfortunately, Arsenal",687,1147,29899,2009-04-04 10:42:19,0,[],anxiety,
6,Frank_khym,"Brentford fans chanting ""We're just too good for you,"" and ""You're just a shit Tottenham Hotspur"" to Arsenal lmao… https://t.co/g46UjUYkEf",Nakuru kenya,"Software engineer || Front end to back end web designer|| Mobile software developer (MIT)|| Python|| C, C++||Graphic designer||Chelsea die hard Fun #COYB💪🏾💙",24,100,171,2019-04-08 18:30:15,0,[],anxiety,
7,jumaf3,"Dear Entrepreneur, 10 Ways To Cope With Anxiety And Be Successful. Avoid people who don't care about your mental he… https://t.co/ElcR7VVaMy","Nairobi, Kenya","A journalist who breathes life into words, says as it is & cares less about the noise.",14891,37632,32045,2017-06-28 09:55:43,1,[],anxiety,
8,Kianangih,"@ke_karenn Weed causes paranoia which is anxiety, no?","Nyahururu, Kenya",||Deep Rural Folk™||,1262,24935,197280,2011-08-31 14:39:13,0,[],anxiety,
9,Kianangih,@ke_karenn Weed and reducing anxiety? Lmao,"Nyahururu, Kenya",||Deep Rural Folk™||,1262,24935,197280,2011-08-31 14:39:13,0,[],anxiety,
10,Miss_Patriciah,Inanipea anxiety ingine major https://t.co/8kYVXOHbjN,"Nairobi, Kenya",Mukbangs || Food Culture || True Crime || PatsysDelights || PatsysPlate,1156,18664,397964,2012-03-06 18:17:42,0,[],anxiety,
11,thotterybarn_,"Yho
 This whole police brutality has really heightened my anxiety. Like really bad. I'm so overwhelmed.",Nairobi,"Sugar Baby
(she/they). Eat the rich. Kill rapists. Rob that nigga tonight. Slut. This account is for my amusement only. I move mad..",88,77,3576,2014-02-08 18:24:02,0,[],anxiety,
12,HealthandEcono1,"According to @WHO , without scaled-up treatment, 12 billion working days will be lost to depression and anxiety dis… https://t.co/tujNY5mpjt","Kisumu, Kenya","HEDSO promotes integrated health, skills and knowledge development,media advocacy and economic empowerment among the marginalized youth",898,247,163,2021-07-30 17:54:32,1,[],anxiety,
13,Fellohdee,"As soon as you wake, demons project thoughts of your joblessness, broke-ness, anxiety, loneliness, etc, into your m… https://t.co/FehrXsMY8h","Nairobi, Kenya",Political Scientist || Christian || MD @Fellohdee Foundations || Apple Lover || Life Time Manchester City fan...,2819,2397,3496,2016-05-29 08:18:49,2,[],anxiety,
14,Makadem,@brendamary_kemi Is that loneliness or anxiety ?,"Nairobi, Kenya",Booking info@makadem.com EPK https://t.co/LRAJnRInQ0 https://t.co/AjK0jpBidx,4351,4954,34480,2009-04-10 23:50:02,0,[],anxiety,
15,__sammich__,"Friends who call you at 2am because you are the one they can share their anxiety thoughts with 💛💛💛 I appreciate it,","Nairobi, Kenya","Protect your heart, your uterus and your bank account. her/she. ☺️💛☺️",371,8376,30814,2018-07-03 09:34:12,0,[],anxiety,
16,SaveDVKenya,@curtisatlaw @USEmbassyWarsaw We need it like yesterday! Justice delayed is justice denied. Have a talk with the ju… https://t.co/LWtv3fivtF,"Nairobi, Kenya",We are DV Kenya with American Ambition,40,86,334,2021-07-04 10:21:53,1,[],anxiety,
17,mayday_snr,@marubekevin80 @Arsenal Bro I honestly think there should be a study conducted to show which fans have  diseases li… https://t.co/wqxNn4BdnZ,"Nairobi, Kenya",Digital media strategist official Twitter account Office Of the leader of Majority - senate Kenya,7238,7152,34422,2012-04-10 10:07:17,0,[],anxiety,
18,SaadaApp,The most effective method to Help Someone Who Is Depressed: 3 Steps To Make A Difference https://t.co/NplHCVQlOp… https://t.co/j15FASLxxv,"Nairobi, KE",Empowerment | Companionship | Elevation | Better Help 4 U,89,73,134,2019-11-30 20:57:39,3,[],anxiety,
19,CerterisWomen,"Menopil Plus contains Black Cohosh and Red Clover Extract, which are effective in relieving menopausal symptoms suc… https://t.co/OrkBB3T9Wr","Nairobi, Kenya",info@crevilwomenshealth.co.ke,297,33,401,2019-03-18 17:05:01,0,[],anxiety,
20,mama_hawi,"Someone once saw the medicine for anxiety and said ""hmm very little dose"" I was offended. 
Does that make less mentally ill or what ?","Nairobi, Kenya","Loud Feminist.👑| Foodie. 😋Vocalist.🎙️ 
Ethical polyamory|
Kenyan 🇰🇪 QUEER LIVES MATTER 🏳️‍🌈✨
I make amazing meals 🌯🌮
Dm to order ❤️✨",868,2747,14542,2017-03-30 07:08:04,0,[],anxiety,
21,Ndeshmo,"Being a youth, especially a male, is proving to be dangerous.
Joblessness, depression, and anxiety.
#JusticeForKianjokomaBrothers","NAIROBI,KENYA","Esports lover || Lover Of Peace || Change is You & I ||Music Is Life||
#KenyaCup ||Space Nerd || #Futurist ||#KenyanPatriot|| #Activist || #Environmentalist ||",1330,4002,73786,2011-07-27 07:39:42,2,"[{'text': 'JusticeForKianjokomaBrothers', 'indices': [100, 129]}]",anxiety,
22,Tendenii,My friends life is a classic example of the kinds of lives most of us endure in different forms. We can't be enduri… https://t.co/DYDRtZVIj5,"Nairobi, Kenya",Stoic Architect,557,197,257,2014-12-08 15:26:23,0,[],anxiety,
23,marigigg,Too much anxiety and grief all over. It's overwhelming,"nairobi, Kenya","Civil engineer .Martial arts enthusiast .   Living kidney donor. Lionel messi is the🐐🐐🐐. Kiburi fc
retweets not endorsement",2638,641,9793,2013-01-23 10:59:11,0,[],anxiety,
24,raisawamai,@valnjoroge I think this is partly what is giving me anxiety today.,nairobi,PR and communications Renton Kenya.,200,106,445,2013-01-30 16:38:08,0,[],anxiety,
25,ColiSe4nn,I miss life without anxiety,Mara,@Sean_Coli,77,37,12,2021-07-22 12:27:55,0,[],anxiety,
26,butty_bu,Can’t believe there’s a time I used my actual name on my handle. Even having an avi now induces anxiety but had to… https://t.co/SbezT8WwcT,"Kisumu, Kenya",Learning,494,53,2050,2019-03-17 15:25:00,0,[],anxiety,
27,TabbySein,@ansibuor .😂😂😂😂😂 These people decided to revisit in all kinds of manner: including unnecessary anxiety,Nairobi ,. Trainee advocate |Realist|Believer/ mom.,227,98,634,2019-02-01 14:08:48,0,[],anxiety,
28,MutheeNaomi,"I love that we’re talking about depression and anxiety this year,way to go","Machakos, Kenya",uggggh,2382,2730,1161,2018-12-26 06:41:12,1,[],anxiety,
29,sasacoffeeug,"Drinking gallons of coffee won’t increase these benefits, and for some individuals, drinking too much coffee can be… https://t.co/tXyCIHt62f","Mbale, Uganda",Coffee that is just the way you like it. Our prices range according to the grams packed,757,534,1950,2020-07-17 17:43:15,2,[],anxiety,
30,OmukaOtini,@ednahjacksons Could be stress or anxiety... or simply just an episode of indigestion. Get professional advice thou… https://t.co/si25zVaeGR,"Nairobi, Kenya","Personal Trainer | Person Of Interest | Fitness Junkie 
#THEDAILYDRIP #NoExcuses #WorkOut #StayFit 
Here to inspire and be inspired...",2290,2450,15936,2011-06-13 09:21:37,0,[],anxiety,
31,thementorB,@MeTAKenya2018 @TinadaOrg @LeadersChampion @HealthandEcono1 @MHAYcoalition @youth4SRHR @capmhkenya @Oayouthkenya… https://t.co/iW83gPbyaE,"Kisumu,Kenya.","Youth Enthusiast/ Climate Advocate @Leaderschampion @KikwetuN |Convenor @HusikK|Cohort2 @imara_Africa|Global Youth Ambassador @TheirWorld
Just Africa ,my story",770,350,1063,2019-04-27 16:07:18,1,[],anxiety,
32,SophieMirelle,@MeTAKenya2018 @LeadersChampion @UzalendoI @TinadaOrg @KisumuPY @MHAYcoalition @LocalLida @JosephOjuki @capmhkenya… https://t.co/xxfo5UgZTw,"Nairobi, Kenya",,32,26,316,2019-02-27 19:48:56,1,[],anxiety,
33,bephyne,"Okay, mental health needs to be taken very seriously in Kenya. We're currently ranked 4th in Africa and 9th globall… https://t.co/95WVC1lcfR","Nairobi, Kenya","Creative Director @BeeGlamEvents 💐🌹
#GoodVibes #ATID",5290,6644,88223,2013-03-08 17:19:28,5,[],anxiety,
34,symbamyk,KPI's give me so much anxiety but it's one of my favorite things to do. i love to see something grow from an idea (… https://t.co/UFw3Go4EN6,Nairobi kenya,"TV PRODUCER || PR || COMMUNICATIONS || vibes Can we talk, for a minute?",413,1639,12697,2013-04-27 06:20:37,0,[],anxiety,
35,brian_ogola,"“Anxiety is a COVID co-morbidity.”

The importance of exercise, diet, and getting outside in good COVID outc...… https://t.co/aLAMGaXWpG","Nairobi, Kenya",ACTOR - #Lusala | #Poacher | #Selina | #CrimeandJustice,551,1183,3921,2019-05-25 06:06:58,0,[],anxiety,
36,itsdicapri,promissory coochie hukuwa some form of cult. You can die of anxiety! https://t.co/5VhPxHIeNy,"Eldoret, Kenya","Manchester united biggie
uneducated genius IT goon
Best nerd",405,504,1091,2012-05-03 03:46:53,0,[],anxiety,
37,alishiamorgan98,My anxiety today has been tweaking 🤮 it’s literally going like this: 📈📈📈📈📈📈📉📉📈📈📈📈📈📈📈📈📈📈📈📈📈📉📈📈📈📈📈📈📈📉,"Nairobi, Kenya","Dear Angel, You are loved. 🦋 18.7.19 👼🏽❤️🕊",375,1258,8350,2018-01-06 23:07:03,0,[],anxiety,
38,jbwamario,"When thinking about life, remember this: No amount of guilt can solve the past, and no amount of anxiety can change… https://t.co/mpHIypKTGY","Nairobi, Kenya","ι нανє αη ιηѕαηє ¢αℓℓιηg тσ вє ωнєяє ι αм ησт. ιт ƒєєℓѕ gσσ∂ тσ вє ℓσѕт ιη тнє яιgнт ∂ιяє¢тιση.
ρнσтσgяαρнєя 📸| ѕωєηg💻 | ƒιℓммαкєя🎥
Instagram @job_mario",3031,1603,4351,2009-11-29 13:06:15,1,[],anxiety,
39,Jumawuodjuma,@saniegoJaccque Get her a puppy... Dogs help relieve anxiety. It helped my wife when she had anxiety,Nairobi,"Father, Husband, Fixed Wing Pilot, Friend, Mentor, CEO.",949,439,6853,2011-04-26 12:00:56,0,[],anxiety,
40,zablonorina1,"Caffeine, acute stress or anxiety, certain medications (e.g NSAIDs), combinations of medications, recreational drug… https://t.co/ud2SP9PuCx","Nairobi, Kenya",Zablon Orina ||The Blood Pressure Champion||Blood Pressure Coach||Patient advocate||Corporate Trainer||Health Economics||Scientist ||An Adventist,9522,9574,17888,2013-03-31 09:46:31,2,[],anxiety,
41,W_Asherah,@dukejamdogmom Then I noticed that I can work fine for 2 weeks - And I need anxiety meds more than ADHD ones during… https://t.co/ow8UZuOXDM,"Nairobi, Kenya",Electrical Engineer. Renewable Energy. Africa Energy Access. Autistic. ADHDer. Feminist. Made peace with uncertainty. I dislike absolutes. Views are mine.,458,6075,26877,2010-09-21 08:58:34,0,[],anxiety,
42,papi_thecounsel,@ManUtd why is this club so eager to hurt its fans feelings and keep them in anxiety? It's been no secret that Vara… https://t.co/z4XCmUamIp,Nairobi,"Legal Practitioner
Corporate Lawyer",90,119,1734,2011-05-02 08:33:21,0,[],anxiety,
43,Mckenna_Mwirigi,@Vince_Muema Knowing our next president will either be raila or ruto is giving me mad anxiety,"Nairobi, Kenya","Maybe
someday maybe😸
maybe someday😹",354,424,1205,2016-04-01 08:53:46,0,[],anxiety,
44,_Ombuzi,@kambaqueen_ anxiety😂😂💔,"Nairobi, Kenya",".Fifa Addict🎮🎮🐐🤤
CHELSEA 🧢
GOOD VIBES OR NO VIBES🔱❗❗❌
#I AM NOT MY TWEETS🔱
ONE DAY I WILL MAKE ONIONS CRY😂😂
AM A TAURUS♿🔱🇰🇪🇰🇪💔",725,2713,16521,2020-12-14 18:59:22,1,[],anxiety,
45,_Ndunge_,Worst bit about having anxiety is my brain is making up the worst case scenarios and you can't convince me otherwise.,"Nairobi, Kenya","Social Media Manager. I will be on RADIO someday but for now listen to my PODCAST😃 I love cooking, it's the eating I struggle with.",4570,9925,15877,2015-12-16 19:52:14,1,[],anxiety,
46,Simplylenah_,@luvkaylasimone Enjoying the moment without experiencing any major anxiety 🥲,"Ngong, Kenya","Blooming 🌸
Positively Feisty ✨
Ethereal 🌟
Aesthete 💖
Law 🦋
Foodie 🍜
Moroccan Architecture👌🏾
Oenophile 💓
Capricorn ♑",414,417,6082,2010-12-31 07:57:47,0,[],anxiety,
47,aptantech,7 warning signs to spot depression and anxiety in the workplace and help your employees https://t.co/Bii7IogNwi,"Nairobi, Kenya","Updates, News, Reviews on tech & business-related issues & trends in Kenya & beyond. aptantech@gmail.com, info@aptantech.com
Telegram - https://t.co/NMr4YfhcUZ.",669,1056,14110,2013-08-07 13:33:42,0,[],anxiety,
48,MichaelOuma,7 warning signs to spot depression and anxiety in the workplace and help your employees https://t.co/K0glo01uPx,"Nairobi, Kenya","Here I am, all thanks to God. That's what matters. The rest are details.",611,1702,27404,2009-07-21 14:18:20,0,[],anxiety,
49,lawrencekitema,"In Kenya, it is estimated that one in every 10 people suffer from a common mental disorder. Depression and anxiety… https://t.co/Ib6pJCaoGV","Nairobi,Kenya",Corporate Communications Officer at @InfoKfcb|•Media Specialist|•Communication/PR Strategist|•Journalist|•Social Media Specialist|•Believer|•⚽@ManUtd,44199,67493,38888,2012-05-18 17:29:42,7,[],anxiety,
50,RamadhanOmar17,My OSINT story on how Covid-19 misinformation caused anxiety and distress among Kenyans has been republished on the… https://t.co/x273m3C6sE,"Nairobi, Kenya",Award-winning journalist 🏆| Founder & COO @lenscopemediaKE| Freelance Digital Journalist @StandardKenya| Ex-Writer @CampuserianKE|Ex-Reporter @RadioRahmaFm|,4343,2694,6597,2016-02-02 09:34:11,2,[],anxiety,
51,luda_eliud,@SharonJebitok apana sitapewa anxiety 😊 I refuse to be ~anxieted,"Nairobi, Kenya",Data Scientist | Machine Learning | Finding truths in data | Innovator and Design thinker | Writer and an avid reader,80,36,1244,2021-07-05 03:04:56,0,[],anxiety,
52,Ciku_Yegon,"I'm finally able to start and actually watch new shows 💃🏾💃🏾💃🏾......I'm so proud of myself for these small wins.
Yegon 1-0 Anxiety 🥳🥳🥳🥳","Nairobi, Kenya","Just a girl with a big heart and the thighs to match 🥴🥴......
Always and Forever a Robert Lewandoski Stan Account 🐐🐐🐐🐐",1439,1876,37765,2016-06-04 08:41:08,0,[],anxiety,
53,karwitha_kirimi,post vaccine nausea 🤝🏿 anxiety nausea 🤝🏿 psych meds nausea,"Nairobi, Kenya","freedom baby || 

support @TransQueerKe


(she/her)",627,1667,5061,2015-04-12 13:29:04,0,[],anxiety,
54,luda_eliud,People in #tech who use #macbook or #Linux os give people who are on #windows os  anxiety and a general fear of missing out #FOMO,"Nairobi, Kenya",Data Scientist | Machine Learning | Finding truths in data | Innovator and Design thinker | Writer and an avid reader,80,36,1244,2021-07-05 03:04:56,1,"[{'text': 'tech', 'indices': [10, 15]}, {'text': 'macbook', 'indices': [24, 32]}, {'text': 'Linux', 'indices': [36, 42]}, {'text': 'windows', 'indices': [69, 77]}, {'text': 'FOMO', 'indices': [124, 129]}]",anxiety,
55,EdmondNonay,Sh*t being around some people raises my anxiety levels.,"Nairobi, Kenya","🇰🇪🇹🇿Artist|Wordsmith
IG:https://t.co/sNqXY1GKjB
-
https://t.co/eSKeCTbx34 |#DAO_The50
-",355,307,7928,2013-04-30 16:07:27,0,[],anxiety,
56,Nicholasmeyner,"@VybezRadioKE @ZJHENO 4rm nanyuki laikipia cnty mwisho wa reli,,the 5 things we are facing us youth are;
1:Depressi… https://t.co/UAXVEE2ogd","Nanyuki, Kenya",Tourism and travelling,241,56,56,2017-07-10 12:22:50,0,[],anxiety,
57,W_Asherah,@LerionkaGithua @advent_nomad Alcohol calms anxiety for me. So I become hyperaware of everything. The more drunk I… https://t.co/zbZ4CAW8dE,"Nairobi, Kenya",Electrical Engineer. Renewable Energy. Africa Energy Access. Autistic. ADHDer. Feminist. Made peace with uncertainty. I dislike absolutes. Views are mine.,458,6075,26877,2010-09-21 08:58:34,0,[],anxiety,
58,Miz_Soraya,"Not sure if its hyperfocus, or overwhelming anxiety, but we are making progress on today's to-do list.. 🤷🏾‍♀️",Nairobi,She / Her • Disclaimer • Quote • Starsign • Flag • ADHD,2999,4541,62793,2010-05-14 10:05:20,0,[],anxiety,
59,earlygetter_,"Wishful thinking huwa a bad disease, it even beats anxiety","Nairobi, Kenya",no kugeria mani,922,13032,49398,2020-09-08 13:56:12,38,[],anxiety,
60,SokoAnalyst,"Dear Entrepreneur, No success without failure, disappointment, frustration, discontent, discomfort, anxiety, pain, suffering.  Don't quit.",Nairobi.,Market Analysis. Market Research. Investment Overviews. Legal Research & Drafting. Digital Media Trend Analysis & Campaigns and Dark Innuendos. I come as a TEAM,5059,243896,343339,2009-11-05 20:43:39,2,[],anxiety,
61,Gerhizm,@OliverMathenge Anxiety attack ilikuwa inanusia 🤣,"Nairobi, Kenya","God's son,A Harlequin , Rugby die hard,change agent,Fearless Influencer and a possessor of a free mind",1031,405,14775,2013-12-31 19:01:23,0,[],anxiety,
62,edwinjeru,"@wacuka_ You too, hope you get through the anxiety.","Nairobi, Kenya","I am the business, I am the product!",683,423,14211,2011-06-27 06:23:23,0,[],anxiety,
63,kavsmaina,"Depression, anxiety, eating disorders, psychosis, suicide, dis-ease of  mind &amp; substance abuse are fast becoming le… https://t.co/BBuy78RUzr",Nairobi,"Maitu to 18 & 9. Curious. Explorer. Lover. Passion defines me,  life refines me.Fighter for Justice! My brother's keeper! Manchester United✊ Jubilee Critic",1380,6249,72745,2013-01-03 16:57:32,0,[],anxiety,
64,Canduh_,Believing in divine timing has reduced my anxiety about life tremendously. Putting in the work and trusting that th… https://t.co/zqSBXNGEm6,"Nairobi,Kenya",Resident of Stormalong Harbor. Searching for Candied Island || Mjengo Lady,3078,16408,304596,2009-09-03 14:56:14,11,[],anxiety,
65,wacuka_,omg how are you guys surviving this year? i’m in a constant state of anxiety. always. i can’t think of a time i haven’t been anxious.,"Nairobi, Kenya",💖💜💙,448,21280,47403,2016-03-22 09:39:38,103,[],anxiety,
66,zablonorina1,"Looking at it from a positive end, it is far much better she was put on drugs. The other scenario of not recognizin… https://t.co/CAu4dvSlPz","Nairobi, Kenya",Zablon Orina ||The Blood Pressure Champion||Blood Pressure Coach||Patient advocate||Corporate Trainer||Health Economics||Scientist ||An Adventist,9522,9574,17888,2013-03-31 09:46:31,0,[],anxiety,
67,jyokiviyella,"Kiely is a super negative person btw, like the kind of person who will remind you of everything thats wrong with a… https://t.co/ICFBgGx5j4",westlands nairobi,"Positive thinker.
Sarcastic.
Arsenal Sympathiser. 
Dreamer.
Doer not sayer
🇰🇪",266,373,4758,2012-06-17 19:56:31,0,[],anxiety,
68,Tapseur,@saniegoJaccque I take that with a pinch of salt.  Anxiety cannot fly under radar with just elevated blood pressure!,"Nairobi, Kenya",Reproductive Health Specialist.,890,224,3581,2012-07-09 16:14:19,0,[],anxiety,
69,aleyakassam,"@kaali_msa @KikoEnjani @bintiswahiliya (I'm writing a thing...a performance piece, and been seriously wrestling wit… https://t.co/vEKx4Rc4EI","Nairobi, Kenya","Mithu's Masi 

She/Her

Writer. Maker. Reader. Storyteller. Performer. Feminist

Jeweller at Chanyado

Samosa Experimenter @WauEats

The A in The LAM Sisterhood",2320,8600,41619,2011-02-01 12:52:02,0,[],anxiety,
70,GKopiyo,"WHERE?...
state the country. This headline causing unnecessary anxiety.....#CovidIsNotOver #CovidVaccine https://t.co/rQt0JeoGdh","Nairobi, Kenya","GK is an Artist✍| Educationist | TOYA | 
I’m going to reveal the two secrets of my success. One-Don’t reveal everything.....",233,210,5940,2011-08-09 09:17:54,1,"[{'text': 'CovidIsNotOver', 'indices': [75, 90]}, {'text': 'CovidVaccine', 'indices': [91, 104]}]",anxiety,
71,terernicholas82,"@saniegoJaccque Must have been hypertension secondary to anxiety.
One can't be put on antihypertensive unless more… https://t.co/mJWoZR9fYf","Nairobi, Kenya",,1849,1431,6031,2016-11-10 08:18:57,0,[],anxiety,
72,JayTheEngineer1,Emotions like anxiety and fear have their roots in uncertainty and rarely in experience.Anyone who has made a big b… https://t.co/BjCzsppUV4,Empathyhomecare&Hospice,The GAME Theory: A Cold Rational Focus on winning 🥇||EMPATHY HOMECARE&HOSPICE||HUMANITY||EMPATHY,970,405,2231,2017-04-28 22:06:12,0,[],anxiety,
73,thecourtsiderss,i might have to turn off this milwaukee brooklyn game cause the indecision from each team is giving me anxiety lmao,Haribo ,"Sports, Memes, Stats | Podcast: https://t.co/flkYzjYfpo | Top Shot: Courtsiders | Youtube: Courtsiders | Sub to our newsletter | courtsiderspod@gmail.com |",895,163,13294,2020-07-06 16:47:36,0,[],anxiety,
74,SuccessAfrika,"...
🖋️Using a relaxation strategy.
🖋️Expecting setbacks.
🖋️Arriving early.
🖋️Accepting a little anxiety.
🖋️Rewardin… https://t.co/lTYQhIL1PW","Nairobi, Kenya",We are a Pan African media house focused on changing the African narrative by telling positive stories about Africa.,290,141,892,2020-11-19 23:26:32,0,[],anxiety,
75,SuccessAfrika,"Some people have always struggled with academic anxiety. Well, health advocate Blessing Udoh has shared tips for ov… https://t.co/dq0wIRudV2","Nairobi, Kenya",We are a Pan African media house focused on changing the African narrative by telling positive stories about Africa.,290,141,892,2020-11-19 23:26:32,0,[],anxiety,
76,Churchillo9491,"@citizentvkenya @KoinangeJeff #JKLive When the time advents,Kenyans will choose the apt person for the coveted seat… https://t.co/jzGa6BE5DB",Migori County,Optimistic/Groit/Researcher/Gregarious  /Pious/Novelist....,18,38,298,2020-07-18 09:57:51,0,"[{'text': 'JKLive', 'indices': [30, 37]}]",anxiety,
77,thelma_rocks,Just checked the settings. You can't change the font back. Lowkey giving me anxiety 🙃 https://t.co/V8WVcFjbYm,Nairobi,"God. Music. Feminism. 

IG: @thelma_rocks 

KiSs&ChilL EP💋  out now on @Bandlab and @Soundcloud. See link below.",582,578,1261,2018-05-02 06:02:13,0,[],anxiety,
78,Mwendi254,"Depression; You totally don't Care about everything and anything. 
Anxiety ; You totally care about everything and anything.","Nairobi, Kenya","Economist / Sociologist /  Political Analyst.
Chelsea Fan.",1518,528,5078,2017-09-10 20:30:56,0,[],anxiety,
79,Wincie_,"Reality shows give me mad anxiety.. Heck Any new movie..

Except cartoon, anime or sci-fi, my mind registers sio real.",Nairobi,"#StreetFamiliesMatter  @Voices4theStrt

Director: Black Rose Consultancy
📧 mercy.waweru@blackrose.co.ke

  📧mercy@voicesforthestreets.co.ke",1795,7197,115713,2012-11-02 15:13:37,0,[],anxiety,
80,IssaWangai,"""Mt Kenya tribes should rally behind me &amp; my party so that when I negotiate with Ruto after  winning I can get a bi… https://t.co/9TRzmov4f0",🇰🇪,"|content , context ,nuance|",299,572,23774,2012-06-03 13:11:44,0,[],anxiety,
81,jalboyniall,@gimmecoffeern anxiety lol,lau ,⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀ # football nialls gf ⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀ ⠀⠀⠀ ⠀⠀⠀ ⠀⠀⠀ ⠀⠀ — she !¡ her,3015,3241,40560,2020-07-22 15:43:37,0,[],anxiety,
